MS-DRG ,Surg DRG,Reimbursement Type,Case Rate LOS,Addt'l Per Diem,MS-DRG Title,Relative Weights,Geometric Mean LOS,Arithmetic Mean LOS,Medicare,Aetna Medicare 100% Medicare,Blue Access,Blue Access Choice,Blue Preferred,Blue Pathway,Blue Pathway X,Blue Traditional,Cigna,Care Improvement Plus (UHC Medicare)  Medicare Rate per Matrix,Health Scope 110% of Medicare Rate per Matrix,"UHC
Commercial",Consociate Heatlh 130% Medicare (2021) Rates,MO State Avg Chgs (4% Increase),MO State Avg Pay (4% Increase),National Avg Chgs (4% Increase),National Avg Pay (4% Increase)
885,,,,,PSYCHOSES,1.2057,5.8,8.4,8661.290634,8661.290634,7910.5977,7114.8357,7114.8357,7114.8357,7114.8357,7910.5977,14426.2005,8661.290634,9527.419697,13561.7136,11259.67782,19520.70638,8567.41334,28137.30048,10265.07203
886,,,,,BEHAVIORAL & DEVELOPMENTAL DISORDERS,1.3421,4.1,8.6,9641.136402,9641.136402,8805.5181,7919.7321,7919.7321,7919.7321,7919.7321,8805.5181,16058.2265,9641.136402,10605.25004,15095.9408,12533.47732,26768.3,8025.81,32102.83284,9571.851964
887,,,,,OTHER MENTAL DISORDER DIAGNOSES,1.0842,3.1,4.9,7788.480804,7788.480804,7113.4362,6397.8642,6397.8642,6397.8642,6397.8642,7113.4362,12972.453,7788.480804,8567.328884,12195.0816,10125.02505,,,35982.60464,9500.06123
894,,,,,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",0.5774,2.1,2.9,4147.822188,4147.822188,3788.3214,3407.2374,3407.2374,3407.2374,3407.2374,3788.3214,6908.591,4147.822188,4562.604407,6494.5952,5392.168844,15768.30904,4985.646027,17628.11737,5426.260234
895,,,,,ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY,1.62,9.3,12.4,11637.4644,11637.4644,10628.82,9559.62,9559.62,9559.62,9559.62,10628.82,19383.3,11637.4644,12801.21084,18221.76,15128.70372,,,21593.99184,9792.43077
896,,,,,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,1.7493,4.9,6.9,12566.30647,12566.30647,11477.1573,10322.6193,10322.6193,10322.6193,10322.6193,11477.1573,20930.3745,12566.30647,13822.93711,19676.1264,16336.19841,42193.06945,11783.99419,55769.3316,13693.0055
897,,,,,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,0.8095,3.3,4.2,5815.14039,5815.14039,5311.1295,4776.8595,4776.8595,4776.8595,4776.8595,5311.1295,9685.6675,5815.14039,6396.654429,9105.256,7559.682507,16246.39208,6260.052085,23412.4032,7145.242547
901,Surgery,,,,WOUND DEBRIDEMENTS FOR INJURIES W MCC,4.8591,9.9,14.3,34905.92794,34905.92794,31880.5551,28673.5491,28673.5491,28673.5491,28673.5491,31880.5551,58139.1315,34905.92794,38396.52074,54655.1568,45377.70632,125601.6023,32090.92343,154749.3255,40110.36889
902,Surgery,,,,WOUND DEBRIDEMENTS FOR INJURIES W CC,2.1255,5.2,7,15268.78431,15268.78431,13945.4055,12542.5755,12542.5755,12542.5755,12542.5755,13945.4055,25431.6075,15268.78431,16795.66274,23907.624,19849.4196,52935.72,13415.64,71960.32307,17426.6693
903,Surgery,,,,WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC,1.1841,3,3.7,8506.124442,8506.124442,7768.8801,6987.3741,6987.3741,6987.3741,6987.3741,7768.8801,14167.7565,8506.124442,9356.736886,13318.7568,11057.96177,29777.83466,8646.490666,41744.72283,10312.13401
904,Surgery,,,,SKIN GRAFTS FOR INJURIES W CC/MCC,3.619,7.2,10.8,25997.52078,25997.52078,23744.259,21355.719,21355.719,21355.719,21355.719,23744.259,43301.335,25997.52078,28597.27286,40706.512,33796.77701,102530.1056,24856.8736,130356.3783,32004.99753
905,Surgery,,,,SKIN GRAFTS FOR INJURIES W/O CC/MCC,1.8048,3.8,5.1,12964.99738,12964.99738,11841.2928,10650.1248,10650.1248,10650.1248,10650.1248,11841.2928,21594.432,12964.99738,14261.49711,20300.3904,16854.49659,,,61915.16603,13540.51937
906,Surgery,,,,HAND PROCEDURES FOR INJURIES,1.7361,2.9,4.4,12471.48268,12471.48268,11390.5521,10244.7261,10244.7261,10244.7261,10244.7261,11390.5521,20772.4365,12471.48268,13718.63095,19527.6528,16212.92749,67045.49091,12960.38545,69405.65835,16218.92833
907,Surgery,,,,OTHER O.R. PROCEDURES FOR INJURIES W MCC,4.3007,7.7,10.5,30894.59453,30894.59453,28216.8927,25378.4307,25378.4307,25378.4307,25378.4307,28216.8927,51457.8755,30894.59453,33984.05399,48374.2736,40162.97289,123278.9664,31359.30452,149140.4995,35248.37735
908,Surgery,,,,OTHER O.R. PROCEDURES FOR INJURIES W CC,2.1884,4.3,5.7,15720.63401,15720.63401,14358.0924,12913.7484,12913.7484,12913.7484,12913.7484,14358.0924,26184.206,15720.63401,17292.69741,24615.1232,20436.82421,57326.42656,13865.91232,74741.37864,16763.63714
909,Surgery,,,,OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,1.4243,2.6,3.2,10231.62997,10231.62997,9344.8323,8404.7943,8404.7943,8404.7943,8404.7943,9344.8323,17041.7495,10231.62997,11254.79296,16020.5264,13301.11896,39362.94595,9973.768648,49679.2142,11638.01087
913,,,,,TRAUMATIC INJURY W MCC,1.591,3.9,5.2,11429.13942,11429.13942,10438.551,9388.491,9388.491,9388.491,9388.491,10438.551,19036.315,11429.13942,12572.05336,17895.568,14857.88125,58578.54261,10461.36,53525.44055,11962.56248
914,,,,,TRAUMATIC INJURY W/O MCC,0.8715,2.5,3.2,6260.52483,6260.52483,5717.9115,5142.7215,5142.7215,5142.7215,5142.7215,5717.9115,10427.4975,6260.52483,6886.577313,9802.632,8138.682279,26244.5456,5954.2912,34159.53479,7325.575606
915,,,,,ALLERGIC REACTIONS W MCC,1.7947,3.9,5.2,12892.44281,12892.44281,11775.0267,10590.5247,10590.5247,10590.5247,10590.5247,11775.0267,21473.5855,12892.44281,14181.6871,20186.7856,16760.17566,52815.84414,11810.31173,58392.35766,13413.88424
916,,,,,ALLERGIC REACTIONS W/O MCC,0.6466,1.8,2.2,4644.928692,4644.928692,4242.3426,3815.5866,3815.5866,3815.5866,3815.5866,4242.3426,7736.569,4644.928692,5109.421561,7272.9568,6038.4073,18739.95645,4568.997334,22922.37832,5479.664654
917,,,,,POISONING & TOXIC EFFECTS OF DRUGS W MCC,1.4743,3.5,4.8,10590.81097,10590.81097,9672.8823,8699.8443,8699.8443,8699.8443,8699.8443,9672.8823,17639.9995,10590.81097,11649.89206,16582.9264,13768.05426,43886.2099,10296.4563,51351.669,11667.51671
918,,,,,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,0.8024,2.3,3.1,5764.136688,5764.136688,5264.5464,4734.9624,4734.9624,4734.9624,4734.9624,5264.5464,9600.716,5764.136688,6340.550357,9025.3952,7493.377694,21029.98667,5745.977778,28283.59172,6642.242149
919,,,,,COMPLICATIONS OF TREATMENT W MCC,1.9171,4.6,6.4,13771.7179,13771.7179,12578.0931,11312.8071,11312.8071,11312.8071,11312.8071,12578.0931,22938.1015,13771.7179,15148.88969,21563.5408,17903.23327,60793.64818,14344.89525,66384.05378,15936.99249
920,,,,,COMPLICATIONS OF TREATMENT W CC,1.1025,3.1,4,7919.94105,7919.94105,7233.5025,6505.8525,6505.8525,6505.8525,6505.8525,7233.5025,13191.4125,7919.94105,8711.935155,12400.92,10295.92337,30476.2976,7389.9456,37228.83487,8844.579951
921,,,,,COMPLICATIONS OF TREATMENT W/O CC/MCC,0.731,2.2,2.7,5251.22622,5251.22622,4796.091,4313.631,4313.631,4313.631,4313.631,4796.091,8746.415,5251.22622,5776.348842,8222.288,6826.594086,20799.65334,5514.236,26027.50462,6452.734373
922,,,,,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC",1.5985,4.1,6.1,11483.01657,11483.01657,10487.7585,9432.7485,9432.7485,9432.7485,9432.7485,10487.7585,19126.0525,11483.01657,12631.31823,17979.928,14927.92154,38196.10476,10576.6019,53879.53748,12954.35009
923,,,,,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC",0.9181,2.8,4.1,6595.281522,6595.281522,6023.6541,5417.7081,5417.7081,5417.7081,5417.7081,6023.6541,10985.0665,6595.281522,7254.809674,10326.7888,8573.865979,24741.10364,6623.476364,31536.48551,7600.361328
927,Surgery,,,,EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV >96 HRS W SKIN GRAFT,20.0775,24,30.7,144229.1306,144229.1306,131728.4775,118477.3275,118477.3275,118477.3275,118477.3275,131728.4775,240227.2875,144229.1306,158652.0436,225831.72,187497.8697,,,732245.0504,177991.6171
928,Surgery,,,,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC,6.3365,11.7,15.9,45519.00813,45519.00813,41573.7765,37391.6865,37391.6865,37391.6865,37391.6865,41573.7765,75816.2225,45519.00813,50070.90894,71272.952,59174.71057,124116.9229,37516.80781,217397.5595,60584.69708
929,Surgery,,,,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W/O CC/MCC,2.8841,5.9,8.1,20718.27844,20718.27844,18922.5801,17019.0741,17019.0741,17019.0741,17019.0741,18922.5801,34508.2565,20718.27844,22790.10629,32440.3568,26933.76197,,,102245.3107,26370.86138
933,,,,,EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV >96 HRS W/O SKIN GRAFT,3.1339,2.4,6,22512.74672,22512.74672,20561.5179,18493.1439,18493.1439,18493.1439,18493.1439,20561.5179,37497.1135,22512.74672,24764.02139,35250.1072,29266.57073,,,127301.957,50176.70313
934,,,,,FULL THICKNESS BURN W/O SKIN GRAFT OR INHAL INJ,1.7975,4.3,6.6,12912.55695,12912.55695,11793.3975,10607.0475,10607.0475,10607.0475,10607.0475,11793.3975,21507.0875,12912.55695,14203.81265,20218.28,16786.32404,20002.14666,13176.54,59053.8332,17937.96425
935,,,,,NON-EXTENSIVE BURNS,1.9373,3.6,5.2,13916.82703,13916.82703,12710.6253,11432.0073,11432.0073,11432.0073,11432.0073,12710.6253,23179.7945,13916.82703,15308.50973,21790.7504,18091.87513,37465.272,11291.97334,66405.42023,17706.47052
939,Surgery,,,,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC,4.1724,7.7,12,29972.93609,29972.93609,27375.1164,24621.3324,24621.3324,24621.3324,24621.3324,27375.1164,49922.766,29972.93609,32970.2297,46931.1552,38964.81691,98823.51742,27273.26193,134558.884,34056.22267
940,Surgery,,,,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,2.3896,4,5.6,17165.97835,17165.97835,15678.1656,14101.0296,14101.0296,14101.0296,14101.0296,15678.1656,28591.564,17165.97835,18882.57619,26878.2208,22315.77186,69025.76744,15881.09023,81718.04887,20329.81313
941,Surgery,,,,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,2.0376,2.3,3,14637.34411,14637.34411,13368.6936,12023.8776,12023.8776,12023.8776,12023.8776,13368.6936,24379.884,14637.34411,16101.07852,22918.9248,19028.54735,69554.08,16379.68,68507.42125,15499.725
945,,,,,REHABILITATION W CC/MCC,1.4735,6.6,9.2,10585.06407,10585.06407,9667.6335,8695.1235,8695.1235,8695.1235,8695.1235,9667.6335,17630.4275,10585.06407,11643.57048,16573.928,13760.58329,79851.2,5278.16,29063.74212,12684.35645
946,,,,,REHABILITATION W/O CC/MCC,1.0486,3.9,5.2,7532.743932,7532.743932,6879.8646,6187.7886,6187.7886,6187.7886,6187.7886,6879.8646,12546.499,7532.743932,8286.018325,11794.6528,9792.567112,,,33061.07596,9323.49721
947,,,,,SIGNS & SYMPTOMS W MCC,1.2915,3.8,5.2,9277.64523,9277.64523,8473.5315,7621.1415,7621.1415,7621.1415,7621.1415,8473.5315,15452.7975,9277.64523,10205.40975,14526.792,12060.9388,37629.02125,9337.781819,41210.96823,10080.9691
948,,,,,SIGNS & SYMPTOMS W/O MCC,0.801,2.6,3.4,5754.07962,5754.07962,5255.361,4726.701,4726.701,4726.701,4726.701,5255.361,9583.965,5754.07962,6329.487582,9009.648,7480.303506,25863.64983,5672.080678,28322.01046,6725.14665
949,,,,,AFTERCARE W CC/MCC,1.1526,4.1,6.3,8279.840412,8279.840412,7562.2086,6801.4926,6801.4926,6801.4926,6801.4926,7562.2086,13790.859,8279.840412,9107.824453,12964.4448,10763.79254,29528.08695,8633.266087,35474.48734,14178.84604
950,,,,,AFTERCARE W/O CC/MCC,0.6801,3,4,4885.579962,4885.579962,4462.1361,4013.2701,4013.2701,4013.2701,4013.2701,4462.1361,8137.3965,4885.579962,5374.137958,7649.7648,6351.253951,,,21482.99608,9600.934362
951,,,,,OTHER FACTORS INFLUENCING HEALTH STATUS,0.5881,1.9,2.7,4224.686922,4224.686922,3858.5241,3470.3781,3470.3781,3470.3781,3470.3781,3858.5241,7036.6165,4224.686922,4647.155614,6614.9488,5492.092999,15757.01029,6158.018286,21396.3669,7053.770096
955,Surgery,,,,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,6.0937,8,11.1,43774.82519,43774.82519,39980.7657,35958.9237,35958.9237,35958.9237,35958.9237,39980.7657,72911.1205,43774.82519,48152.30771,68541.9376,56907.27275,202643.1242,49250.62316,245202.9104,57843.29537
956,Surgery,,,,"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA",3.8955,6.1,7.5,27983.79171,27983.79171,25558.3755,22987.3455,22987.3455,22987.3455,22987.3455,25558.3755,46609.6575,27983.79171,30782.17088,43816.584,36378.92922,131289.7476,28923.48216,135525.4288,31412.82533
957,Surgery,,,,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,7.4294,9.4,12.9,53369.98643,53369.98643,48744.2934,43840.8894,43840.8894,43840.8894,43840.8894,48744.2934,88892.771,53369.98643,58706.98507,83565.8912,69380.98236,247487.746,58330.08648,287629.297,69555.61292
958,Surgery,,,,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,4.3402,7,8.5,31178.34752,31178.34752,28476.0522,25611.5202,25611.5202,25611.5202,25611.5202,28476.0522,51930.493,31178.34752,34296.18228,48818.5696,40531.85178,137599.5504,33313.4048,163604.8734,39288.79581
959,Surgery,,,,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,2.8679,4.6,5.5,20601.9038,20601.9038,18816.2919,16923.4779,16923.4779,16923.4779,16923.4779,18816.2919,34314.4235,20601.9038,22662.09418,32258.1392,26782.47494,,,109776.9611,23898.93297
963,,,,,OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,2.7724,5.3,7.7,19915.86809,19915.86809,18189.7164,16359.9324,16359.9324,16359.9324,16359.9324,18189.7164,33171.766,19915.86809,21907.4549,31183.9552,25890.62851,83475.05463,20247.78537,100069.7124,24129.55338
964,,,,,OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,1.5033,4,4.9,10799.13595,10799.13595,9863.1513,8870.9733,8870.9733,8870.9733,8870.9733,9863.1513,17986.9845,10799.13595,11879.04954,16909.1184,14038.87673,52364.62064,10919.48,58483.55442,13613.97861
965,,,,,OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,0.9594,2.8,3.4,6891.965028,6891.965028,6294.6234,5661.4194,5661.4194,5661.4194,5661.4194,6294.6234,11479.221,6891.965028,7581.161531,10791.3312,8959.554536,36299.276,7070.492,37114.58509,8806.671684
969,Surgery,,,,HIV W EXTENSIVE O.R. PROCEDURE W MCC,6.2177,12.8,16.9,44665.59407,44665.59407,40794.3297,36690.6477,36690.6477,36690.6477,36690.6477,40794.3297,74394.7805,44665.59407,49132.15348,69936.6896,58065.2723,,,208554.4223,53031.77674
970,Surgery,,,,HIV W EXTENSIVE O.R. PROCEDURE W/O MCC,3.1153,6.9,8.7,22379.13139,22379.13139,20439.4833,18383.3853,18383.3853,18383.3853,18383.3853,20439.4833,37274.5645,22379.13139,24617.04452,35040.8944,29092.8708,,,112228.1718,26406.13926
974,,,,,HIV W MAJOR RELATED CONDITION W MCC,2.9087,6.6,9.3,20894.99549,20894.99549,19083.9807,17164.2387,17164.2387,17164.2387,17164.2387,19083.9807,34802.5955,20894.99549,22984.49504,32717.0576,27163.49414,74235.91915,20737.69958,101565.8353,26251.38887
975,,,,,HIV W MAJOR RELATED CONDITION W CC,1.449,4.3,5.7,10409.06538,10409.06538,9506.889,8550.549,8550.549,8550.549,8550.549,9506.889,17337.285,10409.06538,11449.97192,16298.352,13531.78499,43648.06045,11081.91645,51690.856,13562.76505
976,,,,,HIV W MAJOR RELATED CONDITION W/O CC/MCC,0.8624,2.9,3.7,6195.153888,6195.153888,5658.2064,5089.0224,5089.0224,5089.0224,5089.0224,5658.2064,10318.616,6195.153888,6814.669277,9700.2752,8053.700054,,,34815.42667,10069.16667
977,,,,,HIV W OR W/O OTHER RELATED CONDITION,1.293,3.5,4.7,9288.42066,9288.42066,8483.373,7629.993,7629.993,7629.993,7629.993,8483.373,15470.745,9288.42066,10217.26273,14543.664,12074.94686,43724.46,10043.085,50005.7005,12959.59892
981,,,,,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,4.8327,9.1,12.3,34716.28037,34716.28037,31707.3447,28517.7627,28517.7627,28517.7627,28517.7627,31707.3447,57823.2555,34716.28037,38187.90841,54358.2096,45131.16449,116920.3274,29396.24982,150256.6437,35028.09469
982,,,,,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,2.5981,5,6.8,18663.76312,18663.76312,17046.1341,15331.3881,15331.3881,15331.3881,15331.3881,17046.1341,31086.2665,18663.76312,20530.13943,29223.4288,24262.89206,71574.44809,16916.44962,86304.84864,19843.47935
983,,,,,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,1.6862,2.5,3.3,12113.02004,12113.02004,11063.1582,9950.2662,9950.2662,9950.2662,9950.2662,11063.1582,20175.383,12113.02004,13324.32205,18966.3776,15746.92606,47115.65445,11310.54889,60784.18305,13964.34107
987,,,,,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,3.4406,8.1,10.8,24715.96297,24715.96297,22573.7766,20302.9806,20302.9806,20302.9806,20302.9806,22573.7766,41166.779,24715.96297,27187.55927,38699.8688,32130.75186,122802.5988,26461.33847,139851.4329,30076.30751
988,,,,,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,1.8176,4.7,6.2,13056.94771,13056.94771,11925.2736,10725.6576,10725.6576,10725.6576,10725.6576,11925.2736,21747.584,13056.94771,14362.64248,20444.3648,16974.03203,47733.40816,12532.77864,63034.08159,14099.9039
989,,,,,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,1.2174,2.5,3.4,8745.338988,8745.338988,7987.3614,7183.8774,7183.8774,7183.8774,7183.8774,7987.3614,14566.191,8745.338988,9619.872887,13693.3152,11368.94068,40423.08174,7828.464348,44263.57769,9472.492266
998,,,,,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
999,,,,,UNGROUPABLE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
DRG 001-794 and 796-999 (1 Day Case Rate),,,,,Excludes DRG 795,n/a,n/a,n/a,,0,1605,1599,1599,1599,1599,1605,,,,,,,,,
Implants,,Percent of Charge,,,Revenue Codes: 274,,,,,0,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,23% in addition to case rates,,,,23% in addition to case rate and per diems.,,,,
Implants,,Percent of Charge,,,Revenue Codes: 275,,,,,0,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,23% in addition to case rates,,,,23% in addition to case rate and per diems.,,,,
Implants,,Percent of Charge,,,Revenue Codes: 276,,,,,0,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,,,,,23% in addition to case rate and per diems.,,,,
Implants,,Percent of Charge,,,Revenue Codes: 278,,,,,0,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,22% in addition to case rate and per diems.,23% in addition to case rates,,,,23% in addition to case rate and per diems.,,,,
High Cost Drugs,,Percent of Charge,,,Revenue Codes: 636,,,,,0,"Reim at 41.5% in addition to case rates and per diem.  J9000-J9999, J0270, J1740, J2792, J0637, J1745, J2995, J0881, J1950, J2997, J0885, J2325, J3101, J0894, J2353, J3365, J1162, J2357, J3489, J1327, J2430, J7190, J1451, J2469, Q3027, J1561, J2505","Reim at 41.5% in addition to case rates and per diem.  J9000-J9999, J0270, J1740, J2792, J0637, J1745, J2995, J0881, J1950, J2997, J0885, J2325, J3101, J0894, J2353, J3365, J1162, J2357, J3489, J1327, J2430, J7190, J1451, J2469, Q3027, J1561, J2505","Reim at 41.5% in addition to case rates and per diem.  J9000-J9999, J0270, J1740, J2792, J0637, J1745, J2995, J0881, J1950, J2997, J0885, J2325, J3101, J0894, J2353, J3365, J1162, J2357, J3489, J1327, J2430, J7190, J1451, J2469, Q3027, J1561, J2505","Reim at 41.5% in addition to case rates and per diem.  J9000-J9999, J0270, J1740, J2792, J0637, J1745, J2995, J0881, J1950, J2997, J0885, J2325, J3101, J0894, J2353, J3365, J1162, J2357, J3489, J1327, J2430, J7190, J1451, J2469, Q3027, J1561, J2505","Reim at 41.5% in addition to case rates and per diem.  J9000-J9999, J0270, J1740, J2792, J0637, J1745, J2995, J0881, J1950, J2997, J0885, J2325, J3101, J0894, J2353, J3365, J1162, J2357, J3489, J1327, J2430, J7190, J1451, J2469, Q3027, J1561, J2505","Reim at 41.5% in addition to case rates and per diem.  J9000-J9999, J0270, J1740, J2792, J0637, J1745, J2995, J0881, J1950, J2997, J0885, J2325, J3101, J0894, J2353, J3365, J1162, J2357, J3489, J1327, J2430, J7190, J1451, J2469, Q3027, J1561, J2505",,,,,,,,,
High Cost Drugs,,Percent of Charge,,,Revenue Codes: 637,,,,,0,,,,,,,80% of billed charges,,,,,,,,
Stop Loss,,,,,,,,,,0,"54.1% of billed charges in excess of threshold amount of $108,162.  (2nd dollar stop loss)","54.1% of billed charges in excess of threshold amount of $108,162.  (2nd dollar stop loss)","54.1% of billed charges in excess of threshold amount of $108,162.  (2nd dollar stop loss)","54.1% of billed charges in excess of threshold amount of $108,162.  (2nd dollar stop loss)","54.1% of billed charges in excess of threshold amount of $108,162.  (2nd dollar stop loss)","54.1% of billed charges in excess of threshold amount of $108,162.  (2nd dollar stop loss)",,,,,,,,,
Acute Rehab I,,Per Diem,,,Revenue Codes: 118,,,,,0,,,,,,,,,,2598,,,,,
Acute Rehab I,,Per Diem,,,Revenue Codes: 128,,,,,0,,,,,,,,,,2598,,,,,
Acute Rehab I,,Per Diem,,,Revenue Codes: 138,,,,,0,,,,,,,,,,2598,,,,,
Acute Rehab I,,Per Diem,,,Revenue Codes: 148,,,,,0,,,,,,,,,,2598,,,,,
Acute Rehab I,,Per Diem,,,Revenue Codes: 158,,,,,0,,,,,,,,,,2598,,,,,
795,Normal Newnorn,Per Diem,,,Revenue Codes: 170,,,,,0,,,,,,,,,,1070,,,,,
789,Lower Level Neonate,Per Diem,,,Revenue Codes: 171,,,,,0,,,,,,,,,,1070,,,,,
792,Lower Level Neonate,Per Diem,,,Revenue Codes: 179,,,,,0,,,,,,,,,,1070,,,,,
794,Lower Level Neonate,Per Diem,,,Revenue Codes: 172,,,,,0,,,,,,,,,,1070,,,,,
791,Higher Level Neonate,Per Diem,,,,,,,,0,,,,,,,,,,1070,,,,,
793,Higher Level Neonate,Per Diem,,,Revenue Codes: 173,,,,,0,,,,,,,,,,1070,,,,,
790,Severe Level Neonate,Per Diem,,,Revenue Codes: 174,,,,,0,,,,,,,,,,1070,,,,,
Skilled Care: Level I - Skilled Care Level II - Comprehensive Care,,Per Diem,,,Revenue Codes: 190,,,,,0,,,,,,,,,,1513,,,,,
Skilled Care: Level I - Skilled Care Level II - Comprehensive Care,,Per Diem,,,Revenue Codes: 191,,,,,0,,,,,,,,,,1513,,,,,
Skilled Care: Level I - Skilled Care Level II - Comprehensive Care,,Per Diem,,,Revenue Codes: 192,,,,,0,,,,,,,,,,1513,,,,,
Skilled Care: Level I - Skilled Care Level II - Comprehensive Care,,Per Diem,,,Revenue Codes: 193,,,,,0,,,,,,,,,,1513,,,,,
Skilled Care: Level I - Skilled Care Level II - Comprehensive Care,,Per Diem,,,Revenue Codes: 194,,,,,0,,,,,,,,,,1513,,,,,
Skilled Care: Level I - Skilled Care Level II - Comprehensive Care,,Per Diem,,,Revenue Codes: 199,,,,,0,,,,,,,,,,1513,,,,,
Sub-Acute Care: (Alternative Deliv) Level III-Complex Level IV-Intensive,,Per Diem,,,Revenue Codes: 193,,,,,0,,,,,,,,,,1513,,,,,
Sub-Acute Care: (Alternative Deliv) Level III-Complex Level IV-Intensive,,Per Diem,,,Revenue Codes: 194,,,,,0,,,,,,,,,,1513,,,,,
Hospice,,Per Diem,,,"Revenue Codes: 115, 125, 135, 145, 155, 655-656",,,,,0,,,,,,,,,,744,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
DRG Rates are calculated at the base rate * Relative Weights (Outliers and Inliers are unable to be calculated),,,,,,,,,7183.62,,6561,5901,5901,5901,5901,6561,11965,,,11248,,,,,
